Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,No,Non-Travel,836,Sales,18,1,Medical,152,2,Male,57,4,4,Sales Executive,2,Single,14829,11090,0,Yes,19,3,4,1,37,2,2,3,3,9,3
27,No,Travel_Frequently,839,Research & Development,11,4,Other,153,4,Male,71,3,2,Laboratory Technician,4,Single,6714,11863,7,No,14,3,3,0,9,3,4,5,1,3,5
29,Yes,Travel_Rarely,261,Human Resources,9,3,Medical,154,2,Male,68,2,3,Manager,3,Married,10571,23569,7,Yes,25,3,2,0,11,5,3,1,1,4,1
48,Yes,Travel_Rarely,1131,Sales,21,4,Human Resources,155,1,Male,87,1,2,Research Scientist,4,Married,8276,9578,4,No,14,3,1,2,23,2,3,2,0,8,2
30,No,Travel_Rarely,1462,Research & Development,15,3,Other,156,4,Male,73,3,1,Laboratory Technician,4,Divorced,5757,21298,1,No,18,3,1,2,5,2,4,5,5,4,0
58,No,Travel_Rarely,136,Sales,21,1,Life Sciences,157,3,Male,79,3,2,Research Scientist,3,Married,8159,14462,8,Yes,18,3,1,0,36,1,3,8,5,1,2
54,No,Travel_Rarely,1169,Human Resources,6,1,Human Resources,158,3,Male,79,3,1,Sales Executive,3,Single,4669,5109,8,No,17,3,2,0,31,3,4,0,0,9,0
45,No,Travel_Rarely,220,Sales,7,1,Life Sciences,159,2,Female,96,1,2,Sales Executive,4,Married,9393,12241,1,No,23,3,4,1,26,3,3,5,5,5,5
36,No,Travel_Rarely,1001,Research & Development,5,4,Life Sciences,160,1,Male,85,3,5,Manager,3,Married,15303,7782,4,No,11,3,3,2,16,5,4,4,4,6,2
53,No,Travel_Frequently,1287,Research & Development,16,2,Life Sciences,161,4,Male,75,4,3,Research Director,1,Divorced,11512,9148,5,No,18,3,3,0,32,1,4,12,1,7,7
53,No,Travel_Rarely,1000,Research & Development,1,5,Medical,162,3,Male,76,2,2,Sales Executive,4,Married,9240,5329,4,No,17,3,3,2,34,2,2,10,6,7,3
45,No,Travel_Rarely,751,Research & Development,13,4,Life Sciences,163,4,Male,83,2,4,Sales Representative,3,Married,14726,3061,1,No,22,3,2,1,25,1,1,14,0,7,13
33,No,Travel_Frequently,813,Human Resources,25,3,Life Sciences,164,3,Male,47,4,1,Healthcare Representative,3,Single,5012,25029,8,Yes,11,3,4,1,15,2,3,0,0,2,0
60,No,Travel_Rarely,652,Sales,14,5,Life Sciences,165,4,Female,41,3,3,Manufacturing Director,4,Divorced,11340,8320,9,No,16,3,4,0,40,2,2,16,8,4,8
23,No,Travel_Rarely,822,Research & Development,8,3,Medical,166,4,Male,79,3,3,Laboratory Technician,1,Single,9363,23809,6,No,25,3,3,1,3,4,3,3,2,1,3
24,No,Travel_Rarely,1139,Research & Development,20,2,Marketing,167,4,Male,97,2,2,Research Scientist,4,Single,7862,21991,6,No,15,3,2,0,1,4,2,1,1,5,1
58,No,Travel_Rarely,1305,Research & Development,11,4,Medical,168,4,Female,93,4,2,Research Scientist,3,Single,8094,22839,9,Yes,22,3,1,1,34,0,3,18,7,4,10
38,Yes,Non-Travel,1107,Research & Development,7,2,Marketing,169,4,Male,51,3,1,Manufacturing Director,4,Single,3727,3191,9,No,13,3,3,1,19,3,3,0,0,5,0
23,No,Travel_Frequently,810,Research & Development,11,5,Life Sciences,170,4,Male,35,4,2,Research Director,3,Single,7204,14995,6,No,23,3,1,0,5,3,2,5,5,3,4
23,No,Travel_Rarely,757,Research & Development,6,5,Life Sciences,171,4,Male,46,1,2,Sales Executive,4,Single,7133,24258,8,No,11,3,4,2,0,0,4,0,0,6,0
49,No,Travel_Rarely,1249,Research & Development,20,5,Life Sciences,172,4,Female,51,4,2,Human Resources,3,Married,9467,10735,5,No,19,3,3,1,24,1,4,0,0,4,0
44,No,Travel_Rarely,408,Sales,20,5,Life Sciences,173,4,Male,85,2,2,Research Scientist,2,Married,9628,12358,8,No,11,3,3,0,22,6,3,14,6,8,6
58,No,Travel_Rarely,1493,Research & Development,28,3,Medical,174,4,Male,71,2,2,Manager,3,Married,9176,20601,5,No,14,3,3,1,33,3,3,11,11,3,6
53,No,Travel_Rarely,878,Research & Development,10,3,Medical,175,4,Female,52,4,2,Manufacturing Director,2,Divorced,9744,2968,7,No,22,3,4,0,28,2,2,17,14,8,2
54,No,Travel_Frequently,288,Research & Development,19,1,Life Sciences,176,3,Male,69,2,3,Healthcare Representative,4,Married,11369,17887,1,No,12,3,4,0,33,3,3,2,2,6,2
22,No,Non-Travel,866,Research & Development,21,4,Life Sciences,177,3,Male,50,2,2,Manager,3,Married,6851,2529,7,No,21,3,4,1,0,3,4,0,0,6,0
40,No,Travel_Rarely,541,Sales,19,2,Life Sciences,178,3,Male,47,4,1,Sales Executive,3,Married,5133,5865,2,No,15,3,4,0,20,2,4,19,1,7,1
23,No,Travel_Rarely,1108,Research & Development,26,4,Marketing,179,4,Female,49,3,4,Healthcare Representative,1,Single,11588,7369,0,Yes,11,3,4,0,5,2,3,5,5,6,2
47,No,Non-Travel,605,Sales,15,5,Life Sciences,180,2,Female,53,3,2,Human Resources,4,Married,9554,22122,3,No,17,3,3,0,25,2,2,5,0,1,3
53,No,Travel_Rarely,1152,Research & Development,6,2,Medical,181,4,Female,73,3,4,Laboratory Technician,4,Married,14728,4186,2,Yes,20,3,2,0,35,2,3,0,0,7,0
27,No,Travel_Rarely,323,Research & Development,22,1,Life Sciences,182,4,Female,73,4,2,Laboratory Technician,2,Married,6657,15324,1,No,22,3,1,0,2,5,4,2,2,7,2
53,No,Travel_Rarely,664,Research & Development,15,3,Human Resources,183,4,Female,54,4,2,Sales Executive,1,Married,8783,15564,7,No,14,3,3,1,34,1,3,5,0,9,5
25,No,Travel_Rarely,170,Research & Development,26,4,Medical,184,2,Female,71,1,2,Research Scientist,3,Married,6922,7103,1,No,25,3,4,0,4,2,3,4,4,8,4
32,No,Travel_Frequently,1155,Research & Development,27,4,Life Sciences,185,1,Female,46,4,5,Manufacturing Director,3,Single,14995,19934,3,Yes,25,3,4,1,13,3,4,13,13,7,10
38,No,Travel_Rarely,541,Research & Development,9,3,Marketing,186,2,Male,58,4,5,Sales Executive,1,Married,16285,4455,2,No,18,3,3,1,15,2,3,9,3,2,6
59,No,Travel_Frequently,447,Research & Development,10,4,Medical,187,4,Male,92,3,2,Research Scientist,4,Single,9528,9305,1,No,20,3,4,1,40,4,3,12,12,1,0
45,No,Travel_Rarely,259,Research & Development,21,2,Technical Degree,188,4,Male,89,3,3,Research Scientist,3,Married,13147,14838,8,No,20,3,1,0,27,4,4,16,13,9,6
26,Yes,Travel_Rarely,235,Research & Development,15,3,Medical,189,3,Male,81,3,1,Manager,2,Divorced,5297,24186,6,No,25,4,1,1,2,1,3,2,2,0,2
55,No,Travel_Rarely,411,Research & Development,17,3,Marketing,190,4,Female,87,3,2,Laboratory Technician,3,Single,8904,13430,6,No,18,3,4,0,32,0,2,8,8,7,8
27,No,Travel_Rarely,1378,Sales,23,2,Marketing,191,4,Male,68,1,3,Laboratory Technician,2,Single,11178,8260,2,No,25,3,3,1,7,4,3,7,3,0,7
43,No,Travel_Rarely,160,Research & Development,8,3,Medical,192,2,Male,89,3,5,Research Scientist,1,Married,14282,9608,3,No,20,3,2,1,20,2,3,13,6,4,2
32,No,Travel_Rarely,109,Sales,14,4,Marketing,193,3,Male,58,2,2,Research Scientist,3,Married,6889,14613,2,No,19,3,3,0,14,2,4,14,4,1,8
37,No,Travel_Rarely,866,Research & Development,25,5,Life Sciences,194,1,Female,57,3,3,Laboratory Technician,2,Married,9757,23679,9,No,14,3,4,0,12,4,2,4,4,1,4
54,No,Travel_Rarely,996,Sales,14,3,Marketing,195,1,Female,57,4,1,Manager,4,Divorced,5297,3100,2,No,15,3,2,0,29,3,3,5,5,6,5
30,No,Travel_Rarely,761,Research & Development,15,5,Medical,196,4,Male,47,2,1,Research Scientist,2,Married,4752,14258,9,Yes,20,3,1,0,10,1,3,1,1,0,1
27,Yes,Travel_Rarely,886,Sales,9,2,Medical,197,2,Male,63,3,2,Research Scientist,1,Single,6707,7536,0,No,25,3,3,2,4,3,2,4,4,0,4
37,No,Travel_Rarely,886,Research & Development,20,5,Life Sciences,198,1,Male,33,3,3,Laboratory Technician,4,Married,10421,5830,4,Yes,18,4,1,1,15,2,4,15,4,4,7
50,No,Non-Travel,1012,Research & Development,16,1,Life Sciences,199,1,Male,76,3,5,Manager,4,Married,17118,15781,2,No,16,3,3,0,30,4,3,5,5,9,5
24,No,Travel_Rarely,134,Research & Development,23,3,Medical,200,3,Male,31,3,1,Laboratory Technician,1,Married,5038,23701,8,No,13,3,3,0,6,5,1,6,1,9,6
41,No,Travel_Frequently,1425,Research & Development,18,2,Medical,201,3,Female,53,4,1,Sales Executive,3,Divorced,6630,7683,2,No,22,4,4,0,17,2,3,13,13,3,8
57,No,Non-Travel,1340,Research & Development,17,4,Life Sciences,202,1,Male,67,4,2,Research Director,3,Married,9173,8807,5,No,11,4,3,1,38,4,4,6,6,6,6
40,No,Travel_Rarely,1034,Research & Development,14,2,Life Sciences,203,3,Male,83,2,2,Laboratory Technician,2,Married,7599,25629,7,No,23,3,4,1,20,4,3,12,12,7,4
47,No,Travel_Frequently,911,Research & Development,13,1,Medical,204,4,Male,54,3,4,Healthcare Representative,1,Married,13280,4737,7,No,23,3,2,1,25,5,3,15,7,0,0
24,Yes,Non-Travel,545,Research & Development,21,3,Life Sciences,205,3,Male,70,4,1,Sales Executive,2,Married,4242,25439,3,No,12,3,4,2,0,1,2,0,0,7,0
40,No,Travel_Frequently,163,Sales,24,1,Human Resources,206,4,Male,30,3,4,Manager,4,Single,12746,20797,1,No,21,3,4,1,16,3,4,1,1,5,1
41,No,Travel_Rarely,978,Sales,10,2,Life Sciences,207,4,Male,67,4,2,Sales Executive,3,Divorced,7558,18683,4,Yes,22,4,2,0,21,4,3,13,1,9,6
53,No,Travel_Rarely,1386,Sales,10,3,Life Sciences,208,4,Male,99,3,1,Human Resources,3,Married,5587,9330,8,Yes,18,3,3,1,32,0,2,7,7,1,7
28,No,Non-Travel,895,Human Resources,16,2,Life Sciences,209,2,Female,33,2,1,Sales Representative,4,Single,4779,24767,9,No,24,4,3,1,6,2,2,6,4,5,6
54,No,Non-Travel,818,Sales,14,2,Life Sciences,210,3,Male,78,4,1,Research Scientist,2,Single,4739,12654,9,No,19,3,2,2,35,2,3,19,13,8,3
60,No,Travel_Rarely,474,Sales,23,2,Marketing,211,2,Male,45,3,1,Research Scientist,1,Married,5787,17068,7,No,22,3,3,1,39,1,4,17,0,5,3
39,No,Travel_Rarely,573,Research & Development,18,2,Life Sciences,212,2,Male,36,3,5,Manager,3,Single,16238,5466,4,No,19,4,3,1,16,2,2,4,4,5,4
22,No,Non-Travel,282,Research & Development,29,3,Life Sciences,213,3,Female,71,2,3,Sales Executive,4,Married,8277,23944,5,No,22,3,1,2,1,2,3,1,1,8,1
32,No,Travel_Frequently,944,Sales,5,3,Other,214,3,Male,98,4,5,Sales Representative,4,Married,15466,9815,2,No,23,3,3,2,13,3,4,13,7,0,9
49,No,Travel_Frequently,624,Research & Development,14,3,Life Sciences,215,4,Female,91,4,1,Sales Executive,2,Divorced,5034,19863,2,Yes,22,3,1,0,24,3,3,17,5,9,13
46,No,Travel_Rarely,168,Sales,24,2,Life Sciences,216,2,Female,88,3,2,Manufacturing Director,4,Divorced,8114,24912,8,No,19,3,3,0,28,2,4,15,6,1,9
44,No,Travel_Rarely,688,Sales,7,3,Life Sciences,217,4,Male,90,2,5,Research Scientist,3,Married,16780,13233,3,Yes,13,3,4,0,23,2,3,16,1,8,1
52,No,Travel_Rarely,544,Sales,16,3,Life Sciences,218,4,Female,81,2,3,Manager,4,Single,11097,4632,1,No,12,3,2,0,29,0,3,16,14,2,11
51,No,Travel_Rarely,1302,Research & Development,10,3,Marketing,219,4,Female,51,3,1,Research Scientist,4,Single,5981,13821,5,No,20,3,2,1,30,3,3,5,2,9,5
56,No,Travel_Frequently,1079,Research & Development,11,3,Human Resources,220,4,Male,51,3,1,Laboratory Technician,3,Married,5939,25279,7,No,23,3,2,1,37,5,3,2,2,6,2
28,No,Travel_Rarely,1337,Sales,5,2,Marketing,221,2,Female,34,4,2,Sales Executive,2,Divorced,7943,7342,5,No,13,3,3,0,7,4,3,7,0,5,2
37,No,Travel_Rarely,558,Research & Development,10,2,Marketing,222,3,Male,74,4,2,Manufacturing Director,2,Married,7940,4485,5,No,12,3,4,1,17,2,2,1,1,5,1
47,No,Travel_Rarely,888,Sales,19,3,Other,223,4,Male,63,3,4,Laboratory Technician,4,Married,13977,19341,6,No,23,4,3,0,23,3,2,0,0,6,0
23,Yes,Travel_Frequently,1374,Sales,29,1,Marketing,224,2,Female,30,3,3,Sales Executive,3,Divorced,10133,15051,4,Yes,25,3,4,1,4,1,2,4,4,5,4
22,Yes,Non-Travel,1135,Sales,14,3,Life Sciences,225,4,Female,31,3,1,Healthcare Representative,4,Single,5438,3990,2,Yes,18,3,1,1,3,1,3,3,3,6,3
33,No,Travel_Rarely,860,Research & Development,17,3,Medical,226,3,Female,79,3,1,Sales Executive,2,Divorced,4010,8726,7,No,17,3,3,1,12,2,2,10,7,9,6
26,No,Travel_Rarely,1125,Research & Development,14,5,Medical,227,2,Male,30,3,4,Laboratory Technician,2,Single,12155,13533,1,No,22,3,3,0,8,4,4,5,1,2,5
58,No,Travel_Rarely,403,Sales,10,3,Life Sciences,228,1,Male,66,3,2,Laboratory Technician,3,Married,9877,21190,0,No,22,3,1,2,37,2,3,20,4,5,5
53,No,Non-Travel,1391,Research & Development,11,3,Life Sciences,229,3,Male,65,4,1,Research Scientist,3,Married,6418,25573,5,Yes,23,3,2,1,32,4,3,1,1,6,1
30,No,Travel_Rarely,1287,Sales,3,3,Marketing,230,4,Male,40,3,4,Research Scientist,2,Married,13338,7496,3,No,23,3,4,2,11,1,2,4,4,9,4
56,No,Travel_Rarely,1201,Research & Development,4,2,Life Sciences,231,2,Male,80,3,3,Research Scientist,1,Married,9692,20569,5,No,25,3,4,2,34,3,2,20,9,8,14
40,Yes,Travel_Rarely,763,Research & Development,27,3,Medical,232,2,Male,85,3,1,Research Scientist,3,Single,5037,23974,7,No,23,3,4,1,15,2,2,8,6,7,3
37,Yes,Travel_Frequently,1476,Sales,11,3,Life Sciences,233,4,Male,90,3,2,Research Director,2,Single,8321,6802,4,Yes,14,3,4,0,15,1,2,7,0,0,6
24,No,Travel_Frequently,897,Research & Development,9,4,Medical,234,4,Male,33,3,2,Manufacturing Director,3,Single,6645,4762,9,No,23,3,3,2,3,4,3,3,3,3,3
41,No,Travel_Rarely,1122,Research & Development,4,4,Life Sciences,235,3,Male,30,3,1,Human Resources,2,Married,6314,13978,7,Yes,16,3,3,2,22,3,1,15,13,7,0
45,No,Travel_Rarely,144,Research & Development,1,2,Medical,236,4,Female,45,4,2,Sales Executive,1,Divorced,7979,26979,6,No,18,3,2,1,20,3,3,20,7,8,3
54,No,Travel_Rarely,329,Research & Development,16,2,Marketing,237,3,Female,52,4,2,Sales Executive,4,Married,8958,21963,9,No,22,3,3,0,31,2,3,17,10,1,14
45,No,Travel_Rarely,1269,Research & Development,17,3,Technical Degree,238,3,Male,66,3,2,Sales Executive,1,Married,9139,13073,9,Yes,12,3,1,0,27,2,2,13,7,9,6
32,No,Travel_Rarely,916,Sales,14,3,Medical,239,2,Female,94,1,2,Sales Representative,4,Married,8120,11844,7,Yes,19,3,2,0,8,4,2,8,5,2,5
29,No,Travel_Rarely,1127,Sales,4,2,Medical,240,1,Female,58,2,3,Manager,3,Married,10484,11259,3,No,13,3,2,1,7,2,2,7,7,0,7
57,No,Travel_Rarely,226,Research & Development,13,3,Technical Degree,241,4,Female,78,4,2,Laboratory Technician,4,Married,8732,12245,3,Yes,22,3,4,2,36,2,2,17,0,6,1
59,No,Travel_Rarely,1140,Sales,11,3,Life Sciences,242,2,Male,46,3,3,Laboratory Technician,4,Single,12674,5669,2,Yes,24,3,4,1,39,3,4,18,7,5,12
41,No,Travel_Rarely,1198,Research & Development,25,3,Life Sciences,243,2,Male,37,2,2,Laboratory Technician,1,Married,7451,10134,6,No,24,3,4,1,19,2,3,7,7,5,4
56,No,Travel_Rarely,542,Research & Development,16,2,Life Sciences,244,4,Female,45,1,1,Research Director,4,Single,5483,19996,1,No,19,3,4,2,34,4,2,0,0,7,0
46,No,Travel_Frequently,169,Research & Development,17,3,Life Sciences,245,2,Male,65,3,2,Research Scientist,1,Single,7185,14420,3,No,23,3,2,0,27,3,2,8,6,3,7
56,No,Travel_Frequently,687,Sales,18,4,Other,246,4,Female,47,3,2,Healthcare Representative,1,Married,9343,3923,5,Yes,25,3,3,0,33,0,3,15,9,4,4
46,No,Travel_Rarely,968,Sales,8,5,Medical,247,3,Female,46,4,2,Sales Executive,3,Single,7778,10422,8,Yes,25,4,4,1,23,3,3,5,5,9,5
50,No,Travel_Rarely,635,Sales,13,5,Medical,248,1,Female,76,3,1,Research Scientist,2,Married,4826,9981,1,Yes,14,3,4,3,27,4,3,18,0,3,10
39,No,Travel_Frequently,984,Sales,19,3,Medical,249,2,Male,93,4,2,Laboratory Technician,1,Married,7091,21564,8,Yes,17,3,3,1,18,4,3,12,12,8,12
39,No,Travel_Rarely,1353,Research & Development,17,3,Technical Degree,250,2,Male,90,3,1,Laboratory Technician,1,Divorced,6472,4194,1,No,25,3,2,0,21,4,4,10,10,0,5
23,Yes,Travel_Frequently,346,Research & Development,7,3,Life Sciences,251,2,Male,60,1,2,Laboratory Technician,2,Married,6607,6424,8,Yes,16,3,1,0,3,5,3,2,2,7,2
56,No,Travel_Rarely,1192,Research & Development,15,1,Medical,252,3,Female,73,3,2,Sales Executive,4,Divorced,10273,26192,9,No,22,3,2,0,38,2,4,20,14,3,8
37,No,Travel_Rarely,1178,Sales,2,2,Life Sciences,253,3,Male,74,3,3,Healthcare Representative,1,Married,10466,4548,9,Yes,19,3,4,0,15,2,1,15,7,4,0
57,No,Travel_Rarely,557,Sales,14,1,Marketing,254,4,Male,41,4,4,Healthcare Representative,3,Married,15762,14589,4,No,24,3,4,1,37,2,3,15,1,3,7
54,No,Travel_Frequently,1101,Sales,26,3,Marketing,255,4,Male,43,2,3,Manufacturing Director,2,Divorced,11949,13806,1,No,20,3,1,0,29,2,4,1,1,7,0
25,No,Travel_Rarely,1495,Research & Development,7,3,Human Resources,256,3,Male,49,3,1,Sales Executive,2,Single,4588,15255,3,No,12,3,3,0,0,6,4,0,0,3,0
54,No,Travel_Rarely,806,Human Resources,12,1,Medical,257,1,Male,94,4,3,Research Scientist,2,Married,11800,11894,4,No,14,3,4,1,34,2,3,6,6,3,6
35,No,Travel_Rarely,117,Research & Development,6,3,Life Sciences,258,1,Male,86,3,4,Research Director,1,Divorced,14530,16427,0,No,18,4,3,0,16,2,1,0,0,8,0
42,No,Travel_Rarely,285,Sales,12,3,Technical Degree,259,1,Female,43,3,2,Laboratory Technician,4,Divorced,8037,10058,3,No,20,3,3,1,20,4,4,13,13,9,11
41,No,Travel_Rarely,789,Research & Development,1,3,Technical Degree,260,3,Male,78,1,5,Research Scientist,3,Married,16484,21363,8,No,23,3,2,0,20,2,2,3,3,2,3
29,Yes,Travel_Rarely,1456,Research & Development,1,3,Life Sciences,261,1,Female,67,1,4,Sales Representative,3,Married,12371,15246,8,No,23,3,3,0,4,3,2,4,3,5,4
28,No,Travel_Rarely,1010,Research & Development,6,2,Life Sciences,262,4,Female,50,4,4,Research Scientist,1,Single,11629,23650,6,No,14,3,3,3,3,2,3,3,3,2,3
24,No,Travel_Rarely,1047,Sales,2,1,Life Sciences,263,4,Female,93,4,5,Manager,4,Divorced,14798,23009,6,No,13,3,2,0,4,2,4,4,4,2,1
38,No,Travel_Rarely,778,Research & Development,1,4,Medical,264,4,Female,61,4,3,Laboratory Technician,1,Divorced,10232,13163,9,No,22,3,4,1,14,2,2,14,14,3,13
54,No,Travel_Rarely,545,Research & Development,9,2,Marketing,265,1,Male,61,4,3,Manufacturing Director,4,Divorced,10602,24708,1,No,24,3,4,2,32,3,4,5,2,0,0
33,No,Travel_Rarely,1219,Research & Development,4,3,Life Sciences,266,4,Male,85,4,3,Research Scientist,3,Single,9663,15518,4,No,22,3,2,1,13,1,3,13,4,4,13
43,No,Non-Travel,272,Sales,29,3,Marketing,267,3,Female,36,2,2,Research Director,1,Single,6770,9272,6,Yes,15,3,4,1,21,3,3,11,11,6,5
43,No,Travel_Rarely,1076,Research & Development,28,5,Life Sciences,268,4,Male,41,2,1,Sales Executive,3,Divorced,4725,10609,6,No,12,3,2,0,18,1,4,2,2,0,2
51,No,Travel_Rarely,1020,Research & Development,21,3,Life Sciences,269,1,Male,92,2,1,Sales Executive,3,Married,6515,11610,0,Yes,20,3,4,0,33,3,2,13,2,1,4
59,No,Travel_Rarely,1067,Research & Development,16,3,Life Sciences,270,3,Male,42,2,4,Sales Executive,4,Married,15836,14005,7,Yes,13,3,1,1,37,3,4,6,6,2,6
59,No,Travel_Rarely,1253,Sales,19,3,Medical,271,2,Female,84,4,2,Research Scientist,4,Married,7352,2758,9,No,23,3,4,0,38,1,2,4,4,0,4
29,No,Travel_Rarely,458,Sales,19,5,Human Resources,272,2,Male,67,3,2,Laboratory Technician,2,Married,7395,24132,0,Yes,12,3,3,0,9,3,3,9,0,6,0
48,Yes,Travel_Rarely,470,Sales,24,3,Medical,273,1,Male,88,4,2,Sales Executive,4,Single,8641,25853,9,No,21,3,3,1,30,4,3,5,2,7,5
48,No,Travel_Rarely,793,Research & Development,16,1,Medical,274,1,Male,43,2,1,Sales Executive,3,Divorced,5177,3011,8,No,18,4,3,1,29,2,3,5,2,5,5
55,Yes,Non-Travel,1384,Sales,29,3,Life Sciences,275,3,Female,72,3,2,Laboratory Technician,4,Divorced,8196,24493,6,Yes,12,3,4,1,31,3,3,7,7,1,7
42,No,Travel_Rarely,212,Human Resources,6,3,Life Sciences,276,1,Male,42,2,4,Laboratory Technician,2,Divorced,13068,8950,7,No,11,3,3,0,21,3,2,19,0,5,9
51,No,Travel_Rarely,146,Research & Development,3,1,Life Sciences,277,2,Female,93,4,2,Research Scientist,4,Single,7996,3810,6,Yes,21,3,2,2,28,2,3,16,11,2,0
54,No,Travel_Rarely,1393,Research & Development,29,3,Life Sciences,278,2,Male,34,2,2,Sales Executive,4,Divorced,9679,10110,0,No,15,3,2,1,35,4,4,12,3,0,8
49,No,Travel_Frequently,541,Sales,20,4,Medical,279,4,Female,91,3,1,Sales Executive,4,Married,6434,26997,0,No,25,3,1,0,25,0,3,12,11,0,11
54,Yes,Travel_Rarely,265,Research & Development,14,3,Medical,280,3,Male,78,3,3,Sales Representative,3,Single,12310,6959,8,Yes,14,3,3,1,32,0,4,18,0,8,14
26,No,Travel_Frequently,183,Sales,20,3,Life Sciences,281,4,Female,43,3,2,Laboratory Technician,2,Divorced,6774,18405,7,No,16,3,3,0,6,0,2,6,3,7,6
40,No,Travel_Rarely,562,Research & Development,14,3,Life Sciences,282,4,Male,69,2,2,Research Director,2,Single,7359,5048,2,No,19,3,4,2,22,2,1,13,7,7,13
25,No,Travel_Frequently,924,Research & Development,28,3,Life Sciences,283,1,Male,96,3,1,Research Scientist,2,Married,4549,26943,7,No,23,3,1,2,0,2,1,0,0,2,0
56,No,Travel_Rarely,442,Research & Development,26,3,Other,284,3,Female,31,3,4,Manufacturing Director,4,Divorced,14596,9887,4,Yes,14,3,1,0,33,3,4,5,5,2,5
38,No,Travel_Rarely,398,Research & Development,27,3,Medical,285,2,Female,86,3,2,Laboratory Technician,3,Married,8604,11852,9,No,21,3,4,1,13,2,1,13,8,0,2
49,No,Travel_Rarely,1286,Sales,26,1,Medical,286,1,Female,45,2,5,Sales Executive,1,Married,16627,14366,6,No,14,3,1,1,27,2,2,18,8,7,5
51,No,Travel_Rarely,1298,Research & Development,2,2,Medical,287,3,Female,95,4,2,Laboratory Technician,2,Single,8334,8410,7,No,17,3,2,0,30,2,3,6,6,4,6
50,No,Travel_Rarely,1456,Research & Development,10,5,Life Sciences,288,3,Male,94,4,4,Laboratory Technician,3,Married,14842,9407,0,Yes,24,4,2,0,29,3,4,20,14,8,2
27,No,Non-Travel,902,Research & Development,14,4,Marketing,289,3,Female,57,3,2,Laboratory Technician,2,Single,7342,11210,6,No,21,3,4,1,9,3,3,6,6,9,0
56,No,Travel_Rarely,1310,Sales,8,2,Technical Degree,290,2,Male,41,2,1,Research Scientist,3,Married,4795,4682,0,No,19,3,3,0,33,4,4,0,0,0,0
58,No,Travel_Frequently,300,Sales,11,3,Medical,291,1,Female,85,3,5,Research Scientist,2,Married,18438,16007,5,No,15,3,4,0,37,2,2,15,0,7,6
45,No,Travel_Rarely,1236,Research & Development,23,5,Life Sciences,292,4,Male,36,2,2,Research Scientist,3,Married,9744,23641,2,No,20,4,4,1,20,3,1,12,6,3,1
50,No,Travel_Rarely,807,Research & Development,1,2,Medical,293,1,Male,66,3,3,Research Director,3,Married,11933,11588,7,Yes,25,3,4,0,25,1,2,3,3,9,3
52,No,Travel_Rarely,1162,Research & Development,21,3,Medical,294,2,Male,30,3,2,Laboratory Technician,2,Married,9007,14283,3,No,12,3,1,0,31,2,3,18,10,3,13
56,No,Travel_Rarely,1037,Research & Development,19,1,Technical Degree,295,3,Male,89,3,1,Laboratory Technician,3,Divorced,6888,3367,6,No,13,3,3,2,37,3,2,13,5,8,1
54,No,Travel_Rarely,566,Human Resources,17,3,Life Sciences,296,4,Male,58,2,1,Sales Executive,4,Married,6561,20742,6,Yes,19,3,1,2,30,3,3,7,7,6,1
42,Yes,Travel_Rarely,671,Research & Development,22,5,Life Sciences,297,3,Male,98,3,1,Research Director,1,Married,5970,20353,7,No,23,3,2,1,17,4,1,1,1,2,1
53,No,Travel_Rarely,1100,Research & Development,25,4,Medical,298,4,Male,94,1,2,Manufacturing Director,1,Married,8341,4659,1,Yes,17,3,3,0,32,0,1,14,11,5,0
44,No,Travel_Rarely,547,Research & Development,27,3,Other,299,1,Male,65,3,2,Human Resources,4,Married,6041,24707,4,No,25,3,3,1,19,3,2,2,2,0,2
54,No,Travel_Rarely,1283,Research & Development,19,3,Technical Degree,300,4,Male,89,3,1,Sales Executive,1,Divorced,6099,17440,5,No,14,4,4,0,36,2,3,15,14,6,2
24,No,Travel_Rarely,1033,Research & Development,15,3,Marketing,301,4,Male,47,3,1,Research Scientist,3,Divorced,3508,21909,0,Yes,12,3,1,0,5,1,2,4,4,9,4
39,No,Travel_Frequently,1033,Research & Development,5,1,Life Sciences,302,4,Male,77,3,2,Research Scientist,2,Single,7529,21586,0,No,23,3,1,0,18,0,3,18,14,1,5
46,No,Non-Travel,550,Research & Development,14,2,Marketing,303,3,Male,64,4,1,Research Scientist,3,Married,6848,17310,7,No,23,4,3,1,21,4,4,4,4,7,4
52,No,Travel_Rarely,716,Research & Development,16,5,Life Sciences,304,4,Female,31,2,2,Sales Executive,4,Married,8247,15683,8,No,14,3,4,0,31,4,3,20,14,7,2
